impact,status,family,tokens,slug,sample_url
3,GAP,C_geo_hook_cat,japan exclusive dembow,japan-exclusive-dembow,/japan-exclusive-dembow.html
3,GAP,C_geo_hook_cat,japan exclusive fancam-4k,japan-exclusive-fancam-4k,/japan-exclusive-fancam-4k.html
3,GAP,C_geo_hook_cat,japan exclusive heels-choreo,japan-exclusive-heels-choreo,/japan-exclusive-heels-choreo.html
3,GAP,C_geo_hook_cat,japan exclusive k-pop-twerk,japan-exclusive-k-pop-twerk,/japan-exclusive-k-pop-twerk.html
3,GAP,C_geo_hook_cat,japan exclusive perreo,japan-exclusive-perreo,/japan-exclusive-perreo.html
3,GAP,C_geo_hook_cat,japan exclusive reggaeton,japan-exclusive-reggaeton,/japan-exclusive-reggaeton.html
3,GAP,C_geo_hook_cat,japan exclusive try-on-haul,japan-exclusive-try-on-haul,/japan-exclusive-try-on-haul.html
3,GAP,C_geo_hook_cat,japan exclusive workout,japan-exclusive-workout,/japan-exclusive-workout.html
3,GAP,C_geo_hook_cat,japan hot choreography,japan-hot-choreography,/japan-hot-choreography.html
3,NEAR,C_geo_hook_cat,japan hot cosplay-fancam,japan-hot-cosplay-fancam,/japan-hot-cosplay-fancam.html
3,GAP,C_geo_hook_cat,japan hot dance-battle,japan-hot-dance-battle,/japan-hot-dance-battle.html
3,GAP,C_geo_hook_cat,japan hot dance-tutorial,japan-hot-dance-tutorial,/japan-hot-dance-tutorial.html
3,GAP,C_geo_hook_cat,japan hot dembow,japan-hot-dembow,/japan-hot-dembow.html
3,GAP,C_geo_hook_cat,japan hot fancam-4k,japan-hot-fancam-4k,/japan-hot-fancam-4k.html
3,GAP,C_geo_hook_cat,japan hot heels-choreo,japan-hot-heels-choreo,/japan-hot-heels-choreo.html
3,GAP,C_geo_hook_cat,japan hot k-pop-twerk,japan-hot-k-pop-twerk,/japan-hot-k-pop-twerk.html
3,GAP,C_geo_hook_cat,japan hot perreo,japan-hot-perreo,/japan-hot-perreo.html
3,GAP,C_geo_hook_cat,japan hot reggaeton,japan-hot-reggaeton,/japan-hot-reggaeton.html
3,GAP,C_geo_hook_cat,japan hot try-on-haul,japan-hot-try-on-haul,/japan-hot-try-on-haul.html
3,GAP,C_geo_hook_cat,japan hot workout,japan-hot-workout,/japan-hot-workout.html
3,GAP,C_geo_hook_cat,japan top choreography,japan-top-choreography,/japan-top-choreography.html
3,GAP,C_geo_hook_cat,japan top cosplay-fancam,japan-top-cosplay-fancam,/japan-top-cosplay-fancam.html
3,GAP,C_geo_hook_cat,japan top dance-battle,japan-top-dance-battle,/japan-top-dance-battle.html
3,GAP,C_geo_hook_cat,japan top dance-tutorial,japan-top-dance-tutorial,/japan-top-dance-tutorial.html
3,GAP,C_geo_hook_cat,japan top dembow,japan-top-dembow,/japan-top-dembow.html
3,GAP,C_geo_hook_cat,japan top fancam-4k,japan-top-fancam-4k,/japan-top-fancam-4k.html
3,GAP,C_geo_hook_cat,japan top heels-choreo,japan-top-heels-choreo,/japan-top-heels-choreo.html
3,GAP,C_geo_hook_cat,japan top k-pop-twerk,japan-top-k-pop-twerk,/japan-top-k-pop-twerk.html
3,GAP,C_geo_hook_cat,japan top perreo,japan-top-perreo,/japan-top-perreo.html
3,GAP,C_geo_hook_cat,japan top reggaeton,japan-top-reggaeton,/japan-top-reggaeton.html
3,GAP,C_geo_hook_cat,japan top try-on-haul,japan-top-try-on-haul,/japan-top-try-on-haul.html
3,GAP,C_geo_hook_cat,japan top workout,japan-top-workout,/japan-top-workout.html
3,GAP,C_geo_hook_cat,japan viral choreography,japan-viral-choreography,/japan-viral-choreography.html
3,GAP,C_geo_hook_cat,japan viral cosplay-fancam,japan-viral-cosplay-fancam,/japan-viral-cosplay-fancam.html
3,GAP,C_geo_hook_cat,japan viral dance-battle,japan-viral-dance-battle,/japan-viral-dance-battle.html
3,GAP,C_geo_hook_cat,japan viral dance-tutorial,japan-viral-dance-tutorial,/japan-viral-dance-tutorial.html
3,GAP,C_geo_hook_cat,japan viral dembow,japan-viral-dembow,/japan-viral-dembow.html
3,GAP,C_geo_hook_cat,japan viral fancam-4k,japan-viral-fancam-4k,/japan-viral-fancam-4k.html
3,GAP,C_geo_hook_cat,japan viral heels-choreo,japan-viral-heels-choreo,/japan-viral-heels-choreo.html
3,GAP,C_geo_hook_cat,japan viral k-pop-twerk,japan-viral-k-pop-twerk,/japan-viral-k-pop-twerk.html
3,GAP,C_geo_hook_cat,japan viral perreo,japan-viral-perreo,/japan-viral-perreo.html
3,GAP,C_geo_hook_cat,japan viral reggaeton,japan-viral-reggaeton,/japan-viral-reggaeton.html
3,GAP,C_geo_hook_cat,japan viral try-on-haul,japan-viral-try-on-haul,/japan-viral-try-on-haul.html
3,GAP,C_geo_hook_cat,japan viral workout,japan-viral-workout,/japan-viral-workout.html
3,GAP,C_geo_hook_cat,jp best choreography,jp-best-choreography,/jp-best-choreography.html
3,GAP,C_geo_hook_cat,jp best cosplay-fancam,jp-best-cosplay-fancam,/jp-best-cosplay-fancam.html
3,GAP,C_geo_hook_cat,jp best dance-battle,jp-best-dance-battle,/jp-best-dance-battle.html
3,GAP,C_geo_hook_cat,jp best dance-tutorial,jp-best-dance-tutorial,/jp-best-dance-tutorial.html
3,GAP,C_geo_hook_cat,jp best dembow,jp-best-dembow,/jp-best-dembow.html
3,GAP,C_geo_hook_cat,jp best fancam-4k,jp-best-fancam-4k,/jp-best-fancam-4k.html
3,GAP,C_geo_hook_cat,jp best heels-choreo,jp-best-heels-choreo,/jp-best-heels-choreo.html
3,GAP,C_geo_hook_cat,jp best k-pop-twerk,jp-best-k-pop-twerk,/jp-best-k-pop-twerk.html
3,GAP,C_geo_hook_cat,jp best perreo,jp-best-perreo,/jp-best-perreo.html
3,GAP,C_geo_hook_cat,jp best reggaeton,jp-best-reggaeton,/jp-best-reggaeton.html
3,GAP,C_geo_hook_cat,jp best try-on-haul,jp-best-try-on-haul,/jp-best-try-on-haul.html
3,GAP,C_geo_hook_cat,jp best workout,jp-best-workout,/jp-best-workout.html
3,GAP,C_geo_hook_cat,jp exclusive choreography,jp-exclusive-choreography,/jp-exclusive-choreography.html
3,GAP,C_geo_hook_cat,jp exclusive cosplay-fancam,jp-exclusive-cosplay-fancam,/jp-exclusive-cosplay-fancam.html
3,GAP,C_geo_hook_cat,jp exclusive dance-battle,jp-exclusive-dance-battle,/jp-exclusive-dance-battle.html
3,GAP,C_geo_hook_cat,jp exclusive dance-tutorial,jp-exclusive-dance-tutorial,/jp-exclusive-dance-tutorial.html
3,GAP,C_geo_hook_cat,jp exclusive dembow,jp-exclusive-dembow,/jp-exclusive-dembow.html
3,GAP,C_geo_hook_cat,jp exclusive fancam-4k,jp-exclusive-fancam-4k,/jp-exclusive-fancam-4k.html
3,GAP,C_geo_hook_cat,jp exclusive heels-choreo,jp-exclusive-heels-choreo,/jp-exclusive-heels-choreo.html
3,GAP,C_geo_hook_cat,jp exclusive k-pop-twerk,jp-exclusive-k-pop-twerk,/jp-exclusive-k-pop-twerk.html
3,GAP,C_geo_hook_cat,jp exclusive perreo,jp-exclusive-perreo,/jp-exclusive-perreo.html
3,GAP,C_geo_hook_cat,jp exclusive reggaeton,jp-exclusive-reggaeton,/jp-exclusive-reggaeton.html
3,GAP,C_geo_hook_cat,jp exclusive try-on-haul,jp-exclusive-try-on-haul,/jp-exclusive-try-on-haul.html
3,GAP,C_geo_hook_cat,jp exclusive workout,jp-exclusive-workout,/jp-exclusive-workout.html
3,GAP,C_geo_hook_cat,jp hot choreography,jp-hot-choreography,/jp-hot-choreography.html
3,NEAR,C_geo_hook_cat,jp hot cosplay-fancam,jp-hot-cosplay-fancam,/jp-hot-cosplay-fancam.html
3,GAP,C_geo_hook_cat,jp hot dance-battle,jp-hot-dance-battle,/jp-hot-dance-battle.html
3,GAP,C_geo_hook_cat,jp hot dance-tutorial,jp-hot-dance-tutorial,/jp-hot-dance-tutorial.html
3,GAP,C_geo_hook_cat,jp hot dembow,jp-hot-dembow,/jp-hot-dembow.html
3,GAP,C_geo_hook_cat,jp hot fancam-4k,jp-hot-fancam-4k,/jp-hot-fancam-4k.html
3,GAP,C_geo_hook_cat,jp hot heels-choreo,jp-hot-heels-choreo,/jp-hot-heels-choreo.html
3,GAP,C_geo_hook_cat,jp hot k-pop-twerk,jp-hot-k-pop-twerk,/jp-hot-k-pop-twerk.html
3,GAP,C_geo_hook_cat,jp hot perreo,jp-hot-perreo,/jp-hot-perreo.html
3,GAP,C_geo_hook_cat,jp hot reggaeton,jp-hot-reggaeton,/jp-hot-reggaeton.html
3,GAP,C_geo_hook_cat,jp hot try-on-haul,jp-hot-try-on-haul,/jp-hot-try-on-haul.html
3,GAP,C_geo_hook_cat,jp hot workout,jp-hot-workout,/jp-hot-workout.html
3,GAP,C_geo_hook_cat,jp top choreography,jp-top-choreography,/jp-top-choreography.html
3,GAP,C_geo_hook_cat,jp top cosplay-fancam,jp-top-cosplay-fancam,/jp-top-cosplay-fancam.html
3,GAP,C_geo_hook_cat,jp top dance-battle,jp-top-dance-battle,/jp-top-dance-battle.html
3,GAP,C_geo_hook_cat,jp top dance-tutorial,jp-top-dance-tutorial,/jp-top-dance-tutorial.html
3,GAP,C_geo_hook_cat,jp top dembow,jp-top-dembow,/jp-top-dembow.html
3,GAP,C_geo_hook_cat,jp top fancam-4k,jp-top-fancam-4k,/jp-top-fancam-4k.html
3,GAP,C_geo_hook_cat,jp top heels-choreo,jp-top-heels-choreo,/jp-top-heels-choreo.html
3,GAP,C_geo_hook_cat,jp top k-pop-twerk,jp-top-k-pop-twerk,/jp-top-k-pop-twerk.html
3,GAP,C_geo_hook_cat,jp top perreo,jp-top-perreo,/jp-top-perreo.html
3,GAP,C_geo_hook_cat,jp top reggaeton,jp-top-reggaeton,/jp-top-reggaeton.html
3,GAP,C_geo_hook_cat,jp top try-on-haul,jp-top-try-on-haul,/jp-top-try-on-haul.html
3,GAP,C_geo_hook_cat,jp top workout,jp-top-workout,/jp-top-workout.html
3,GAP,C_geo_hook_cat,jp viral choreography,jp-viral-choreography,/jp-viral-choreography.html
3,GAP,C_geo_hook_cat,jp viral cosplay-fancam,jp-viral-cosplay-fancam,/jp-viral-cosplay-fancam.html
3,GAP,C_geo_hook_cat,jp viral dance-battle,jp-viral-dance-battle,/jp-viral-dance-battle.html
3,GAP,C_geo_hook_cat,jp viral dance-tutorial,jp-viral-dance-tutorial,/jp-viral-dance-tutorial.html
3,GAP,C_geo_hook_cat,jp viral dembow,jp-viral-dembow,/jp-viral-dembow.html
3,GAP,C_geo_hook_cat,jp viral fancam-4k,jp-viral-fancam-4k,/jp-viral-fancam-4k.html
3,GAP,C_geo_hook_cat,jp viral heels-choreo,jp-viral-heels-choreo,/jp-viral-heels-choreo.html
3,GAP,C_geo_hook_cat,jp viral k-pop-twerk,jp-viral-k-pop-twerk,/jp-viral-k-pop-twerk.html
3,GAP,C_geo_hook_cat,jp viral perreo,jp-viral-perreo,/jp-viral-perreo.html
3,GAP,C_geo_hook_cat,jp viral reggaeton,jp-viral-reggaeton,/jp-viral-reggaeton.html
3,GAP,C_geo_hook_cat,jp viral try-on-haul,jp-viral-try-on-haul,/jp-viral-try-on-haul.html
3,GAP,C_geo_hook_cat,jp viral workout,jp-viral-workout,/jp-viral-workout.html
3,GAP,C_geo_hook_cat,kyoto best choreography,kyoto-best-choreography,/kyoto-best-choreography.html
3,GAP,C_geo_hook_cat,kyoto best cosplay-fancam,kyoto-best-cosplay-fancam,/kyoto-best-cosplay-fancam.html
3,GAP,C_geo_hook_cat,kyoto best dance-battle,kyoto-best-dance-battle,/kyoto-best-dance-battle.html
3,GAP,C_geo_hook_cat,kyoto best dance-tutorial,kyoto-best-dance-tutorial,/kyoto-best-dance-tutorial.html
3,GAP,C_geo_hook_cat,kyoto best dembow,kyoto-best-dembow,/kyoto-best-dembow.html
3,GAP,C_geo_hook_cat,kyoto best fancam-4k,kyoto-best-fancam-4k,/kyoto-best-fancam-4k.html
3,GAP,C_geo_hook_cat,kyoto best heels-choreo,kyoto-best-heels-choreo,/kyoto-best-heels-choreo.html
3,GAP,C_geo_hook_cat,kyoto best k-pop-twerk,kyoto-best-k-pop-twerk,/kyoto-best-k-pop-twerk.html
3,GAP,C_geo_hook_cat,kyoto best perreo,kyoto-best-perreo,/kyoto-best-perreo.html
3,GAP,C_geo_hook_cat,kyoto best reggaeton,kyoto-best-reggaeton,/kyoto-best-reggaeton.html
3,GAP,C_geo_hook_cat,kyoto best try-on-haul,kyoto-best-try-on-haul,/kyoto-best-try-on-haul.html
3,GAP,C_geo_hook_cat,kyoto best workout,kyoto-best-workout,/kyoto-best-workout.html
3,GAP,C_geo_hook_cat,kyoto exclusive choreography,kyoto-exclusive-choreography,/kyoto-exclusive-choreography.html
3,GAP,C_geo_hook_cat,kyoto exclusive cosplay-fancam,kyoto-exclusive-cosplay-fancam,/kyoto-exclusive-cosplay-fancam.html
3,GAP,C_geo_hook_cat,kyoto exclusive dance-battle,kyoto-exclusive-dance-battle,/kyoto-exclusive-dance-battle.html
3,GAP,C_geo_hook_cat,kyoto exclusive dance-tutorial,kyoto-exclusive-dance-tutorial,/kyoto-exclusive-dance-tutorial.html
3,GAP,C_geo_hook_cat,kyoto exclusive dembow,kyoto-exclusive-dembow,/kyoto-exclusive-dembow.html
3,GAP,C_geo_hook_cat,kyoto exclusive fancam-4k,kyoto-exclusive-fancam-4k,/kyoto-exclusive-fancam-4k.html
3,GAP,C_geo_hook_cat,kyoto exclusive heels-choreo,kyoto-exclusive-heels-choreo,/kyoto-exclusive-heels-choreo.html
3,GAP,C_geo_hook_cat,kyoto exclusive k-pop-twerk,kyoto-exclusive-k-pop-twerk,/kyoto-exclusive-k-pop-twerk.html
3,GAP,C_geo_hook_cat,kyoto exclusive perreo,kyoto-exclusive-perreo,/kyoto-exclusive-perreo.html
3,GAP,C_geo_hook_cat,kyoto exclusive reggaeton,kyoto-exclusive-reggaeton,/kyoto-exclusive-reggaeton.html
3,GAP,C_geo_hook_cat,kyoto exclusive try-on-haul,kyoto-exclusive-try-on-haul,/kyoto-exclusive-try-on-haul.html
3,GAP,C_geo_hook_cat,kyoto exclusive workout,kyoto-exclusive-workout,/kyoto-exclusive-workout.html
3,GAP,C_geo_hook_cat,kyoto hot choreography,kyoto-hot-choreography,/kyoto-hot-choreography.html
3,NEAR,C_geo_hook_cat,kyoto hot cosplay-fancam,kyoto-hot-cosplay-fancam,/kyoto-hot-cosplay-fancam.html
3,GAP,C_geo_hook_cat,kyoto hot dance-battle,kyoto-hot-dance-battle,/kyoto-hot-dance-battle.html
3,GAP,C_geo_hook_cat,kyoto hot dance-tutorial,kyoto-hot-dance-tutorial,/kyoto-hot-dance-tutorial.html
3,GAP,C_geo_hook_cat,kyoto hot dembow,kyoto-hot-dembow,/kyoto-hot-dembow.html
3,GAP,C_geo_hook_cat,kyoto hot fancam-4k,kyoto-hot-fancam-4k,/kyoto-hot-fancam-4k.html
3,GAP,C_geo_hook_cat,kyoto hot heels-choreo,kyoto-hot-heels-choreo,/kyoto-hot-heels-choreo.html
3,GAP,C_geo_hook_cat,kyoto hot k-pop-twerk,kyoto-hot-k-pop-twerk,/kyoto-hot-k-pop-twerk.html
3,GAP,C_geo_hook_cat,kyoto hot perreo,kyoto-hot-perreo,/kyoto-hot-perreo.html
3,GAP,C_geo_hook_cat,kyoto hot reggaeton,kyoto-hot-reggaeton,/kyoto-hot-reggaeton.html
3,GAP,C_geo_hook_cat,kyoto hot try-on-haul,kyoto-hot-try-on-haul,/kyoto-hot-try-on-haul.html
3,GAP,C_geo_hook_cat,kyoto hot workout,kyoto-hot-workout,/kyoto-hot-workout.html
3,GAP,C_geo_hook_cat,kyoto top choreography,kyoto-top-choreography,/kyoto-top-choreography.html
3,GAP,C_geo_hook_cat,kyoto top cosplay-fancam,kyoto-top-cosplay-fancam,/kyoto-top-cosplay-fancam.html
3,GAP,C_geo_hook_cat,kyoto top dance-battle,kyoto-top-dance-battle,/kyoto-top-dance-battle.html
3,GAP,C_geo_hook_cat,kyoto top dance-tutorial,kyoto-top-dance-tutorial,/kyoto-top-dance-tutorial.html
3,GAP,C_geo_hook_cat,kyoto top dembow,kyoto-top-dembow,/kyoto-top-dembow.html
3,GAP,C_geo_hook_cat,kyoto top fancam-4k,kyoto-top-fancam-4k,/kyoto-top-fancam-4k.html
3,GAP,C_geo_hook_cat,kyoto top heels-choreo,kyoto-top-heels-choreo,/kyoto-top-heels-choreo.html
3,GAP,C_geo_hook_cat,kyoto top k-pop-twerk,kyoto-top-k-pop-twerk,/kyoto-top-k-pop-twerk.html
3,GAP,C_geo_hook_cat,kyoto top perreo,kyoto-top-perreo,/kyoto-top-perreo.html
3,GAP,C_geo_hook_cat,kyoto top reggaeton,kyoto-top-reggaeton,/kyoto-top-reggaeton.html
3,GAP,C_geo_hook_cat,kyoto top try-on-haul,kyoto-top-try-on-haul,/kyoto-top-try-on-haul.html
3,GAP,C_geo_hook_cat,kyoto top workout,kyoto-top-workout,/kyoto-top-workout.html
3,GAP,C_geo_hook_cat,kyoto viral choreography,kyoto-viral-choreography,/kyoto-viral-choreography.html
3,GAP,C_geo_hook_cat,kyoto viral cosplay-fancam,kyoto-viral-cosplay-fancam,/kyoto-viral-cosplay-fancam.html
3,GAP,C_geo_hook_cat,kyoto viral dance-battle,kyoto-viral-dance-battle,/kyoto-viral-dance-battle.html
3,GAP,C_geo_hook_cat,kyoto viral dance-tutorial,kyoto-viral-dance-tutorial,/kyoto-viral-dance-tutorial.html
3,GAP,C_geo_hook_cat,kyoto viral dembow,kyoto-viral-dembow,/kyoto-viral-dembow.html
3,GAP,C_geo_hook_cat,kyoto viral fancam-4k,kyoto-viral-fancam-4k,/kyoto-viral-fancam-4k.html
3,GAP,C_geo_hook_cat,kyoto viral heels-choreo,kyoto-viral-heels-choreo,/kyoto-viral-heels-choreo.html
3,GAP,C_geo_hook_cat,kyoto viral k-pop-twerk,kyoto-viral-k-pop-twerk,/kyoto-viral-k-pop-twerk.html
3,GAP,C_geo_hook_cat,kyoto viral perreo,kyoto-viral-perreo,/kyoto-viral-perreo.html
3,GAP,C_geo_hook_cat,kyoto viral reggaeton,kyoto-viral-reggaeton,/kyoto-viral-reggaeton.html
3,GAP,C_geo_hook_cat,kyoto viral try-on-haul,kyoto-viral-try-on-haul,/kyoto-viral-try-on-haul.html
3,GAP,C_geo_hook_cat,kyoto viral workout,kyoto-viral-workout,/kyoto-viral-workout.html
3,GAP,C_geo_hook_cat,la best choreography,la-best-choreography,/la-best-choreography.html
3,NEAR,C_geo_hook_cat,la best cosplay-fancam,la-best-cosplay-fancam,/la-best-cosplay-fancam.html
3,GAP,C_geo_hook_cat,la best dance-battle,la-best-dance-battle,/la-best-dance-battle.html
3,GAP,C_geo_hook_cat,la best dance-tutorial,la-best-dance-tutorial,/la-best-dance-tutorial.html
3,GAP,C_geo_hook_cat,la best dembow,la-best-dembow,/la-best-dembow.html
3,GAP,C_geo_hook_cat,la best fancam-4k,la-best-fancam-4k,/la-best-fancam-4k.html
3,GAP,C_geo_hook_cat,la best heels-choreo,la-best-heels-choreo,/la-best-heels-choreo.html
3,GAP,C_geo_hook_cat,la best k-pop-twerk,la-best-k-pop-twerk,/la-best-k-pop-twerk.html
3,GAP,C_geo_hook_cat,la best perreo,la-best-perreo,/la-best-perreo.html
3,GAP,C_geo_hook_cat,la best reggaeton,la-best-reggaeton,/la-best-reggaeton.html
3,GAP,C_geo_hook_cat,la best try-on-haul,la-best-try-on-haul,/la-best-try-on-haul.html
3,GAP,C_geo_hook_cat,la best workout,la-best-workout,/la-best-workout.html
3,GAP,C_geo_hook_cat,la exclusive choreography,la-exclusive-choreography,/la-exclusive-choreography.html
3,NEAR,C_geo_hook_cat,la exclusive cosplay-fancam,la-exclusive-cosplay-fancam,/la-exclusive-cosplay-fancam.html
3,GAP,C_geo_hook_cat,la exclusive dance-battle,la-exclusive-dance-battle,/la-exclusive-dance-battle.html
3,GAP,C_geo_hook_cat,la exclusive dance-tutorial,la-exclusive-dance-tutorial,/la-exclusive-dance-tutorial.html
3,GAP,C_geo_hook_cat,la exclusive dembow,la-exclusive-dembow,/la-exclusive-dembow.html
3,GAP,C_geo_hook_cat,la exclusive fancam-4k,la-exclusive-fancam-4k,/la-exclusive-fancam-4k.html
3,GAP,C_geo_hook_cat,la exclusive heels-choreo,la-exclusive-heels-choreo,/la-exclusive-heels-choreo.html
3,GAP,C_geo_hook_cat,la exclusive k-pop-twerk,la-exclusive-k-pop-twerk,/la-exclusive-k-pop-twerk.html
3,GAP,C_geo_hook_cat,la exclusive perreo,la-exclusive-perreo,/la-exclusive-perreo.html
3,GAP,C_geo_hook_cat,la exclusive reggaeton,la-exclusive-reggaeton,/la-exclusive-reggaeton.html
3,GAP,C_geo_hook_cat,la exclusive try-on-haul,la-exclusive-try-on-haul,/la-exclusive-try-on-haul.html
3,GAP,C_geo_hook_cat,la exclusive workout,la-exclusive-workout,/la-exclusive-workout.html
3,NEAR,C_geo_hook_cat,la hot choreography,la-hot-choreography,/la-hot-choreography.html
3,NEAR,C_geo_hook_cat,la hot cosplay-fancam,la-hot-cosplay-fancam,/la-hot-cosplay-fancam.html
3,NEAR,C_geo_hook_cat,la hot dance-battle,la-hot-dance-battle,/la-hot-dance-battle.html
3,NEAR,C_geo_hook_cat,la hot dance-tutorial,la-hot-dance-tutorial,/la-hot-dance-tutorial.html
3,NEAR,C_geo_hook_cat,la hot dembow,la-hot-dembow,/la-hot-dembow.html
3,NEAR,C_geo_hook_cat,la hot fancam-4k,la-hot-fancam-4k,/la-hot-fancam-4k.html
3,NEAR,C_geo_hook_cat,la hot heels-choreo,la-hot-heels-choreo,/la-hot-heels-choreo.html
3,NEAR,C_geo_hook_cat,la hot k-pop-twerk,la-hot-k-pop-twerk,/la-hot-k-pop-twerk.html
3,NEAR,C_geo_hook_cat,la hot perreo,la-hot-perreo,/la-hot-perreo.html
3,NEAR,C_geo_hook_cat,la hot reggaeton,la-hot-reggaeton,/la-hot-reggaeton.html
3,NEAR,C_geo_hook_cat,la hot try-on-haul,la-hot-try-on-haul,/la-hot-try-on-haul.html
3,NEAR,C_geo_hook_cat,la hot workout,la-hot-workout,/la-hot-workout.html
3,GAP,C_geo_hook_cat,la top choreography,la-top-choreography,/la-top-choreography.html
3,NEAR,C_geo_hook_cat,la top cosplay-fancam,la-top-cosplay-fancam,/la-top-cosplay-fancam.html
3,GAP,C_geo_hook_cat,la top dance-battle,la-top-dance-battle,/la-top-dance-battle.html
3,GAP,C_geo_hook_cat,la top dance-tutorial,la-top-dance-tutorial,/la-top-dance-tutorial.html
3,GAP,C_geo_hook_cat,la top dembow,la-top-dembow,/la-top-dembow.html
3,GAP,C_geo_hook_cat,la top fancam-4k,la-top-fancam-4k,/la-top-fancam-4k.html
3,GAP,C_geo_hook_cat,la top heels-choreo,la-top-heels-choreo,/la-top-heels-choreo.html
3,GAP,C_geo_hook_cat,la top k-pop-twerk,la-top-k-pop-twerk,/la-top-k-pop-twerk.html
3,GAP,C_geo_hook_cat,la top perreo,la-top-perreo,/la-top-perreo.html
3,GAP,C_geo_hook_cat,la top reggaeton,la-top-reggaeton,/la-top-reggaeton.html
3,GAP,C_geo_hook_cat,la top try-on-haul,la-top-try-on-haul,/la-top-try-on-haul.html
3,GAP,C_geo_hook_cat,la top workout,la-top-workout,/la-top-workout.html
3,GAP,C_geo_hook_cat,la viral choreography,la-viral-choreography,/la-viral-choreography.html
3,NEAR,C_geo_hook_cat,la viral cosplay-fancam,la-viral-cosplay-fancam,/la-viral-cosplay-fancam.html
3,GAP,C_geo_hook_cat,la viral dance-battle,la-viral-dance-battle,/la-viral-dance-battle.html
3,GAP,C_geo_hook_cat,la viral dance-tutorial,la-viral-dance-tutorial,/la-viral-dance-tutorial.html
3,GAP,C_geo_hook_cat,la viral dembow,la-viral-dembow,/la-viral-dembow.html
3,GAP,C_geo_hook_cat,la viral fancam-4k,la-viral-fancam-4k,/la-viral-fancam-4k.html
3,GAP,C_geo_hook_cat,la viral heels-choreo,la-viral-heels-choreo,/la-viral-heels-choreo.html
3,GAP,C_geo_hook_cat,la viral k-pop-twerk,la-viral-k-pop-twerk,/la-viral-k-pop-twerk.html
3,GAP,C_geo_hook_cat,la viral perreo,la-viral-perreo,/la-viral-perreo.html
3,GAP,C_geo_hook_cat,la viral reggaeton,la-viral-reggaeton,/la-viral-reggaeton.html
3,GAP,C_geo_hook_cat,la viral try-on-haul,la-viral-try-on-haul,/la-viral-try-on-haul.html
3,GAP,C_geo_hook_cat,la viral workout,la-viral-workout,/la-viral-workout.html
3,GAP,C_geo_hook_cat,liverpool best choreography,liverpool-best-choreography,/liverpool-best-choreography.html
3,GAP,C_geo_hook_cat,liverpool best cosplay-fancam,liverpool-best-cosplay-fancam,/liverpool-best-cosplay-fancam.html
3,GAP,C_geo_hook_cat,liverpool best dance-battle,liverpool-best-dance-battle,/liverpool-best-dance-battle.html
3,GAP,C_geo_hook_cat,liverpool best dance-tutorial,liverpool-best-dance-tutorial,/liverpool-best-dance-tutorial.html
3,GAP,C_geo_hook_cat,liverpool best dembow,liverpool-best-dembow,/liverpool-best-dembow.html
3,GAP,C_geo_hook_cat,liverpool best fancam-4k,liverpool-best-fancam-4k,/liverpool-best-fancam-4k.html
3,GAP,C_geo_hook_cat,liverpool best heels-choreo,liverpool-best-heels-choreo,/liverpool-best-heels-choreo.html
3,GAP,C_geo_hook_cat,liverpool best k-pop-twerk,liverpool-best-k-pop-twerk,/liverpool-best-k-pop-twerk.html
3,GAP,C_geo_hook_cat,liverpool best perreo,liverpool-best-perreo,/liverpool-best-perreo.html
3,GAP,C_geo_hook_cat,liverpool best reggaeton,liverpool-best-reggaeton,/liverpool-best-reggaeton.html
3,GAP,C_geo_hook_cat,liverpool best try-on-haul,liverpool-best-try-on-haul,/liverpool-best-try-on-haul.html
3,GAP,C_geo_hook_cat,liverpool best workout,liverpool-best-workout,/liverpool-best-workout.html
3,GAP,C_geo_hook_cat,liverpool exclusive choreography,liverpool-exclusive-choreography,/liverpool-exclusive-choreography.html
3,GAP,C_geo_hook_cat,liverpool exclusive cosplay-fancam,liverpool-exclusive-cosplay-fancam,/liverpool-exclusive-cosplay-fancam.html
3,GAP,C_geo_hook_cat,liverpool exclusive dance-battle,liverpool-exclusive-dance-battle,/liverpool-exclusive-dance-battle.html
3,GAP,C_geo_hook_cat,liverpool exclusive dance-tutorial,liverpool-exclusive-dance-tutorial,/liverpool-exclusive-dance-tutorial.html
3,GAP,C_geo_hook_cat,liverpool exclusive dembow,liverpool-exclusive-dembow,/liverpool-exclusive-dembow.html
3,GAP,C_geo_hook_cat,liverpool exclusive fancam-4k,liverpool-exclusive-fancam-4k,/liverpool-exclusive-fancam-4k.html
3,GAP,C_geo_hook_cat,liverpool exclusive heels-choreo,liverpool-exclusive-heels-choreo,/liverpool-exclusive-heels-choreo.html
3,GAP,C_geo_hook_cat,liverpool exclusive k-pop-twerk,liverpool-exclusive-k-pop-twerk,/liverpool-exclusive-k-pop-twerk.html
3,GAP,C_geo_hook_cat,liverpool exclusive perreo,liverpool-exclusive-perreo,/liverpool-exclusive-perreo.html
3,GAP,C_geo_hook_cat,liverpool exclusive reggaeton,liverpool-exclusive-reggaeton,/liverpool-exclusive-reggaeton.html
3,GAP,C_geo_hook_cat,liverpool exclusive try-on-haul,liverpool-exclusive-try-on-haul,/liverpool-exclusive-try-on-haul.html
3,GAP,C_geo_hook_cat,liverpool exclusive workout,liverpool-exclusive-workout,/liverpool-exclusive-workout.html
3,GAP,C_geo_hook_cat,liverpool hot choreography,liverpool-hot-choreography,/liverpool-hot-choreography.html
