impact,status,family,tokens,slug,sample_url
4,GAP,C_geo_hook_cat,los-angeles viral fancam-4k,los-angeles-viral-fancam-4k,/los-angeles-viral-fancam-4k.html
4,GAP,C_geo_hook_cat,los-angeles viral heels-choreo,los-angeles-viral-heels-choreo,/los-angeles-viral-heels-choreo.html
4,GAP,C_geo_hook_cat,los-angeles viral k-pop-twerk,los-angeles-viral-k-pop-twerk,/los-angeles-viral-k-pop-twerk.html
4,GAP,C_geo_hook_cat,los-angeles viral perreo,los-angeles-viral-perreo,/los-angeles-viral-perreo.html
4,GAP,C_geo_hook_cat,los-angeles viral reggaeton,los-angeles-viral-reggaeton,/los-angeles-viral-reggaeton.html
4,GAP,C_geo_hook_cat,los-angeles viral try-on-haul,los-angeles-viral-try-on-haul,/los-angeles-viral-try-on-haul.html
4,GAP,C_geo_hook_cat,los-angeles viral workout,los-angeles-viral-workout,/los-angeles-viral-workout.html
4,GAP,C_geo_hook_cat,manchester curated twerk,manchester-curated-twerk,/manchester-curated-twerk.html
4,GAP,C_geo_hook_cat,manchester leaked twerk,manchester-leaked-twerk,/manchester-leaked-twerk.html
4,GAP,C_geo_hook_cat,manchester members-only twerk,manchester-members-only-twerk,/manchester-members-only-twerk.html
4,GAP,C_geo_hook_cat,manchester premium twerk,manchester-premium-twerk,/manchester-premium-twerk.html
4,GAP,C_geo_hook_cat,manchester private twerk,manchester-private-twerk,/manchester-private-twerk.html
4,GAP,C_geo_hook_cat,manchester underground twerk,manchester-underground-twerk,/manchester-underground-twerk.html
4,GAP,C_geo_hook_cat,miami best choreography,miami-best-choreography,/miami-best-choreography.html
4,GAP,C_geo_hook_cat,miami best cosplay-fancam,miami-best-cosplay-fancam,/miami-best-cosplay-fancam.html
4,GAP,C_geo_hook_cat,miami best dance-battle,miami-best-dance-battle,/miami-best-dance-battle.html
4,GAP,C_geo_hook_cat,miami best dance-tutorial,miami-best-dance-tutorial,/miami-best-dance-tutorial.html
4,GAP,C_geo_hook_cat,miami best dembow,miami-best-dembow,/miami-best-dembow.html
4,GAP,C_geo_hook_cat,miami best fancam-4k,miami-best-fancam-4k,/miami-best-fancam-4k.html
4,GAP,C_geo_hook_cat,miami best heels-choreo,miami-best-heels-choreo,/miami-best-heels-choreo.html
4,GAP,C_geo_hook_cat,miami best k-pop-twerk,miami-best-k-pop-twerk,/miami-best-k-pop-twerk.html
4,GAP,C_geo_hook_cat,miami best perreo,miami-best-perreo,/miami-best-perreo.html
4,GAP,C_geo_hook_cat,miami best reggaeton,miami-best-reggaeton,/miami-best-reggaeton.html
4,GAP,C_geo_hook_cat,miami best try-on-haul,miami-best-try-on-haul,/miami-best-try-on-haul.html
4,GAP,C_geo_hook_cat,miami best workout,miami-best-workout,/miami-best-workout.html
4,GAP,C_geo_hook_cat,miami exclusive choreography,miami-exclusive-choreography,/miami-exclusive-choreography.html
4,GAP,C_geo_hook_cat,miami exclusive cosplay-fancam,miami-exclusive-cosplay-fancam,/miami-exclusive-cosplay-fancam.html
4,GAP,C_geo_hook_cat,miami exclusive dance-battle,miami-exclusive-dance-battle,/miami-exclusive-dance-battle.html
4,GAP,C_geo_hook_cat,miami exclusive dance-tutorial,miami-exclusive-dance-tutorial,/miami-exclusive-dance-tutorial.html
4,GAP,C_geo_hook_cat,miami exclusive dembow,miami-exclusive-dembow,/miami-exclusive-dembow.html
4,GAP,C_geo_hook_cat,miami exclusive fancam-4k,miami-exclusive-fancam-4k,/miami-exclusive-fancam-4k.html
4,GAP,C_geo_hook_cat,miami exclusive heels-choreo,miami-exclusive-heels-choreo,/miami-exclusive-heels-choreo.html
4,GAP,C_geo_hook_cat,miami exclusive k-pop-twerk,miami-exclusive-k-pop-twerk,/miami-exclusive-k-pop-twerk.html
4,GAP,C_geo_hook_cat,miami exclusive perreo,miami-exclusive-perreo,/miami-exclusive-perreo.html
4,GAP,C_geo_hook_cat,miami exclusive reggaeton,miami-exclusive-reggaeton,/miami-exclusive-reggaeton.html
4,GAP,C_geo_hook_cat,miami exclusive try-on-haul,miami-exclusive-try-on-haul,/miami-exclusive-try-on-haul.html
4,GAP,C_geo_hook_cat,miami exclusive workout,miami-exclusive-workout,/miami-exclusive-workout.html
4,GAP,C_geo_hook_cat,miami hot choreography,miami-hot-choreography,/miami-hot-choreography.html
4,NEAR,C_geo_hook_cat,miami hot cosplay-fancam,miami-hot-cosplay-fancam,/miami-hot-cosplay-fancam.html
4,GAP,C_geo_hook_cat,miami hot dance-battle,miami-hot-dance-battle,/miami-hot-dance-battle.html
4,GAP,C_geo_hook_cat,miami hot dance-tutorial,miami-hot-dance-tutorial,/miami-hot-dance-tutorial.html
4,GAP,C_geo_hook_cat,miami hot dembow,miami-hot-dembow,/miami-hot-dembow.html
4,GAP,C_geo_hook_cat,miami hot fancam-4k,miami-hot-fancam-4k,/miami-hot-fancam-4k.html
4,GAP,C_geo_hook_cat,miami hot heels-choreo,miami-hot-heels-choreo,/miami-hot-heels-choreo.html
4,GAP,C_geo_hook_cat,miami hot k-pop-twerk,miami-hot-k-pop-twerk,/miami-hot-k-pop-twerk.html
4,GAP,C_geo_hook_cat,miami hot perreo,miami-hot-perreo,/miami-hot-perreo.html
4,GAP,C_geo_hook_cat,miami hot reggaeton,miami-hot-reggaeton,/miami-hot-reggaeton.html
4,GAP,C_geo_hook_cat,miami hot try-on-haul,miami-hot-try-on-haul,/miami-hot-try-on-haul.html
4,GAP,C_geo_hook_cat,miami hot workout,miami-hot-workout,/miami-hot-workout.html
4,GAP,C_geo_hook_cat,miami top choreography,miami-top-choreography,/miami-top-choreography.html
4,GAP,C_geo_hook_cat,miami top cosplay-fancam,miami-top-cosplay-fancam,/miami-top-cosplay-fancam.html
4,GAP,C_geo_hook_cat,miami top dance-battle,miami-top-dance-battle,/miami-top-dance-battle.html
4,GAP,C_geo_hook_cat,miami top dance-tutorial,miami-top-dance-tutorial,/miami-top-dance-tutorial.html
4,GAP,C_geo_hook_cat,miami top dembow,miami-top-dembow,/miami-top-dembow.html
4,GAP,C_geo_hook_cat,miami top fancam-4k,miami-top-fancam-4k,/miami-top-fancam-4k.html
4,GAP,C_geo_hook_cat,miami top heels-choreo,miami-top-heels-choreo,/miami-top-heels-choreo.html
4,GAP,C_geo_hook_cat,miami top k-pop-twerk,miami-top-k-pop-twerk,/miami-top-k-pop-twerk.html
4,GAP,C_geo_hook_cat,miami top perreo,miami-top-perreo,/miami-top-perreo.html
4,GAP,C_geo_hook_cat,miami top reggaeton,miami-top-reggaeton,/miami-top-reggaeton.html
4,GAP,C_geo_hook_cat,miami top try-on-haul,miami-top-try-on-haul,/miami-top-try-on-haul.html
4,GAP,C_geo_hook_cat,miami top workout,miami-top-workout,/miami-top-workout.html
4,GAP,C_geo_hook_cat,miami viral choreography,miami-viral-choreography,/miami-viral-choreography.html
4,GAP,C_geo_hook_cat,miami viral cosplay-fancam,miami-viral-cosplay-fancam,/miami-viral-cosplay-fancam.html
4,GAP,C_geo_hook_cat,miami viral dance-battle,miami-viral-dance-battle,/miami-viral-dance-battle.html
4,GAP,C_geo_hook_cat,miami viral dance-tutorial,miami-viral-dance-tutorial,/miami-viral-dance-tutorial.html
4,GAP,C_geo_hook_cat,miami viral dembow,miami-viral-dembow,/miami-viral-dembow.html
4,GAP,C_geo_hook_cat,miami viral fancam-4k,miami-viral-fancam-4k,/miami-viral-fancam-4k.html
4,GAP,C_geo_hook_cat,miami viral heels-choreo,miami-viral-heels-choreo,/miami-viral-heels-choreo.html
4,GAP,C_geo_hook_cat,miami viral k-pop-twerk,miami-viral-k-pop-twerk,/miami-viral-k-pop-twerk.html
4,GAP,C_geo_hook_cat,miami viral perreo,miami-viral-perreo,/miami-viral-perreo.html
4,GAP,C_geo_hook_cat,miami viral reggaeton,miami-viral-reggaeton,/miami-viral-reggaeton.html
4,GAP,C_geo_hook_cat,miami viral try-on-haul,miami-viral-try-on-haul,/miami-viral-try-on-haul.html
4,GAP,C_geo_hook_cat,miami viral workout,miami-viral-workout,/miami-viral-workout.html
4,GAP,C_geo_hook_cat,nagoya curated twerk,nagoya-curated-twerk,/nagoya-curated-twerk.html
4,GAP,C_geo_hook_cat,nagoya leaked twerk,nagoya-leaked-twerk,/nagoya-leaked-twerk.html
4,GAP,C_geo_hook_cat,nagoya members-only twerk,nagoya-members-only-twerk,/nagoya-members-only-twerk.html
4,GAP,C_geo_hook_cat,nagoya premium twerk,nagoya-premium-twerk,/nagoya-premium-twerk.html
4,GAP,C_geo_hook_cat,nagoya private twerk,nagoya-private-twerk,/nagoya-private-twerk.html
4,GAP,C_geo_hook_cat,nagoya underground twerk,nagoya-underground-twerk,/nagoya-underground-twerk.html
4,GAP,C_geo_hook_cat,new-york best choreography,new-york-best-choreography,/new-york-best-choreography.html
4,GAP,C_geo_hook_cat,new-york best cosplay-fancam,new-york-best-cosplay-fancam,/new-york-best-cosplay-fancam.html
4,GAP,C_geo_hook_cat,new-york best dance-battle,new-york-best-dance-battle,/new-york-best-dance-battle.html
4,GAP,C_geo_hook_cat,new-york best dance-tutorial,new-york-best-dance-tutorial,/new-york-best-dance-tutorial.html
4,GAP,C_geo_hook_cat,new-york best dembow,new-york-best-dembow,/new-york-best-dembow.html
4,GAP,C_geo_hook_cat,new-york best fancam-4k,new-york-best-fancam-4k,/new-york-best-fancam-4k.html
4,GAP,C_geo_hook_cat,new-york best heels-choreo,new-york-best-heels-choreo,/new-york-best-heels-choreo.html
4,GAP,C_geo_hook_cat,new-york best k-pop-twerk,new-york-best-k-pop-twerk,/new-york-best-k-pop-twerk.html
4,GAP,C_geo_hook_cat,new-york best perreo,new-york-best-perreo,/new-york-best-perreo.html
4,GAP,C_geo_hook_cat,new-york best reggaeton,new-york-best-reggaeton,/new-york-best-reggaeton.html
4,GAP,C_geo_hook_cat,new-york best try-on-haul,new-york-best-try-on-haul,/new-york-best-try-on-haul.html
4,GAP,C_geo_hook_cat,new-york best workout,new-york-best-workout,/new-york-best-workout.html
4,GAP,C_geo_hook_cat,new-york exclusive choreography,new-york-exclusive-choreography,/new-york-exclusive-choreography.html
4,GAP,C_geo_hook_cat,new-york exclusive cosplay-fancam,new-york-exclusive-cosplay-fancam,/new-york-exclusive-cosplay-fancam.html
4,GAP,C_geo_hook_cat,new-york exclusive dance-battle,new-york-exclusive-dance-battle,/new-york-exclusive-dance-battle.html
4,GAP,C_geo_hook_cat,new-york exclusive dance-tutorial,new-york-exclusive-dance-tutorial,/new-york-exclusive-dance-tutorial.html
4,GAP,C_geo_hook_cat,new-york exclusive dembow,new-york-exclusive-dembow,/new-york-exclusive-dembow.html
4,GAP,C_geo_hook_cat,new-york exclusive fancam-4k,new-york-exclusive-fancam-4k,/new-york-exclusive-fancam-4k.html
4,GAP,C_geo_hook_cat,new-york exclusive heels-choreo,new-york-exclusive-heels-choreo,/new-york-exclusive-heels-choreo.html
4,GAP,C_geo_hook_cat,new-york exclusive k-pop-twerk,new-york-exclusive-k-pop-twerk,/new-york-exclusive-k-pop-twerk.html
4,GAP,C_geo_hook_cat,new-york exclusive perreo,new-york-exclusive-perreo,/new-york-exclusive-perreo.html
4,GAP,C_geo_hook_cat,new-york exclusive reggaeton,new-york-exclusive-reggaeton,/new-york-exclusive-reggaeton.html
4,GAP,C_geo_hook_cat,new-york exclusive try-on-haul,new-york-exclusive-try-on-haul,/new-york-exclusive-try-on-haul.html
4,GAP,C_geo_hook_cat,new-york exclusive workout,new-york-exclusive-workout,/new-york-exclusive-workout.html
4,GAP,C_geo_hook_cat,new-york hot choreography,new-york-hot-choreography,/new-york-hot-choreography.html
4,NEAR,C_geo_hook_cat,new-york hot cosplay-fancam,new-york-hot-cosplay-fancam,/new-york-hot-cosplay-fancam.html
4,GAP,C_geo_hook_cat,new-york hot dance-battle,new-york-hot-dance-battle,/new-york-hot-dance-battle.html
4,GAP,C_geo_hook_cat,new-york hot dance-tutorial,new-york-hot-dance-tutorial,/new-york-hot-dance-tutorial.html
4,GAP,C_geo_hook_cat,new-york hot dembow,new-york-hot-dembow,/new-york-hot-dembow.html
4,GAP,C_geo_hook_cat,new-york hot fancam-4k,new-york-hot-fancam-4k,/new-york-hot-fancam-4k.html
4,GAP,C_geo_hook_cat,new-york hot heels-choreo,new-york-hot-heels-choreo,/new-york-hot-heels-choreo.html
4,GAP,C_geo_hook_cat,new-york hot k-pop-twerk,new-york-hot-k-pop-twerk,/new-york-hot-k-pop-twerk.html
4,GAP,C_geo_hook_cat,new-york hot perreo,new-york-hot-perreo,/new-york-hot-perreo.html
4,GAP,C_geo_hook_cat,new-york hot reggaeton,new-york-hot-reggaeton,/new-york-hot-reggaeton.html
4,GAP,C_geo_hook_cat,new-york hot try-on-haul,new-york-hot-try-on-haul,/new-york-hot-try-on-haul.html
4,GAP,C_geo_hook_cat,new-york hot workout,new-york-hot-workout,/new-york-hot-workout.html
4,GAP,C_geo_hook_cat,new-york top choreography,new-york-top-choreography,/new-york-top-choreography.html
4,GAP,C_geo_hook_cat,new-york top cosplay-fancam,new-york-top-cosplay-fancam,/new-york-top-cosplay-fancam.html
4,GAP,C_geo_hook_cat,new-york top dance-battle,new-york-top-dance-battle,/new-york-top-dance-battle.html
4,GAP,C_geo_hook_cat,new-york top dance-tutorial,new-york-top-dance-tutorial,/new-york-top-dance-tutorial.html
4,GAP,C_geo_hook_cat,new-york top dembow,new-york-top-dembow,/new-york-top-dembow.html
4,GAP,C_geo_hook_cat,new-york top fancam-4k,new-york-top-fancam-4k,/new-york-top-fancam-4k.html
4,GAP,C_geo_hook_cat,new-york top heels-choreo,new-york-top-heels-choreo,/new-york-top-heels-choreo.html
4,GAP,C_geo_hook_cat,new-york top k-pop-twerk,new-york-top-k-pop-twerk,/new-york-top-k-pop-twerk.html
4,GAP,C_geo_hook_cat,new-york top perreo,new-york-top-perreo,/new-york-top-perreo.html
4,GAP,C_geo_hook_cat,new-york top reggaeton,new-york-top-reggaeton,/new-york-top-reggaeton.html
4,GAP,C_geo_hook_cat,new-york top try-on-haul,new-york-top-try-on-haul,/new-york-top-try-on-haul.html
4,GAP,C_geo_hook_cat,new-york top workout,new-york-top-workout,/new-york-top-workout.html
4,GAP,C_geo_hook_cat,new-york viral choreography,new-york-viral-choreography,/new-york-viral-choreography.html
4,GAP,C_geo_hook_cat,new-york viral cosplay-fancam,new-york-viral-cosplay-fancam,/new-york-viral-cosplay-fancam.html
4,GAP,C_geo_hook_cat,new-york viral dance-battle,new-york-viral-dance-battle,/new-york-viral-dance-battle.html
4,GAP,C_geo_hook_cat,new-york viral dance-tutorial,new-york-viral-dance-tutorial,/new-york-viral-dance-tutorial.html
4,GAP,C_geo_hook_cat,new-york viral dembow,new-york-viral-dembow,/new-york-viral-dembow.html
4,GAP,C_geo_hook_cat,new-york viral fancam-4k,new-york-viral-fancam-4k,/new-york-viral-fancam-4k.html
4,GAP,C_geo_hook_cat,new-york viral heels-choreo,new-york-viral-heels-choreo,/new-york-viral-heels-choreo.html
4,GAP,C_geo_hook_cat,new-york viral k-pop-twerk,new-york-viral-k-pop-twerk,/new-york-viral-k-pop-twerk.html
4,GAP,C_geo_hook_cat,new-york viral perreo,new-york-viral-perreo,/new-york-viral-perreo.html
4,GAP,C_geo_hook_cat,new-york viral reggaeton,new-york-viral-reggaeton,/new-york-viral-reggaeton.html
4,GAP,C_geo_hook_cat,new-york viral try-on-haul,new-york-viral-try-on-haul,/new-york-viral-try-on-haul.html
4,GAP,C_geo_hook_cat,new-york viral workout,new-york-viral-workout,/new-york-viral-workout.html
4,GAP,C_geo_hook_cat,nyc curated twerk,nyc-curated-twerk,/nyc-curated-twerk.html
4,GAP,C_geo_hook_cat,nyc leaked twerk,nyc-leaked-twerk,/nyc-leaked-twerk.html
4,GAP,C_geo_hook_cat,nyc members-only twerk,nyc-members-only-twerk,/nyc-members-only-twerk.html
4,GAP,C_geo_hook_cat,nyc premium twerk,nyc-premium-twerk,/nyc-premium-twerk.html
4,GAP,C_geo_hook_cat,nyc private twerk,nyc-private-twerk,/nyc-private-twerk.html
4,GAP,C_geo_hook_cat,nyc underground twerk,nyc-underground-twerk,/nyc-underground-twerk.html
4,GAP,C_geo_hook_cat,osaka curated twerk,osaka-curated-twerk,/osaka-curated-twerk.html
4,GAP,C_geo_hook_cat,osaka leaked twerk,osaka-leaked-twerk,/osaka-leaked-twerk.html
4,GAP,C_geo_hook_cat,osaka members-only twerk,osaka-members-only-twerk,/osaka-members-only-twerk.html
4,GAP,C_geo_hook_cat,osaka premium twerk,osaka-premium-twerk,/osaka-premium-twerk.html
4,GAP,C_geo_hook_cat,osaka private twerk,osaka-private-twerk,/osaka-private-twerk.html
4,GAP,C_geo_hook_cat,osaka underground twerk,osaka-underground-twerk,/osaka-underground-twerk.html
4,GAP,C_geo_hook_cat,tokyo curated twerk,tokyo-curated-twerk,/tokyo-curated-twerk.html
4,GAP,C_geo_hook_cat,tokyo leaked twerk,tokyo-leaked-twerk,/tokyo-leaked-twerk.html
4,GAP,C_geo_hook_cat,tokyo members-only twerk,tokyo-members-only-twerk,/tokyo-members-only-twerk.html
4,GAP,C_geo_hook_cat,tokyo premium twerk,tokyo-premium-twerk,/tokyo-premium-twerk.html
4,GAP,C_geo_hook_cat,tokyo private twerk,tokyo-private-twerk,/tokyo-private-twerk.html
4,GAP,C_geo_hook_cat,tokyo underground twerk,tokyo-underground-twerk,/tokyo-underground-twerk.html
4,GAP,C_geo_hook_cat,uk curated twerk,uk-curated-twerk,/uk-curated-twerk.html
4,GAP,C_geo_hook_cat,uk leaked twerk,uk-leaked-twerk,/uk-leaked-twerk.html
4,GAP,C_geo_hook_cat,uk members-only twerk,uk-members-only-twerk,/uk-members-only-twerk.html
4,GAP,C_geo_hook_cat,uk premium twerk,uk-premium-twerk,/uk-premium-twerk.html
4,GAP,C_geo_hook_cat,uk private twerk,uk-private-twerk,/uk-private-twerk.html
4,GAP,C_geo_hook_cat,uk underground twerk,uk-underground-twerk,/uk-underground-twerk.html
4,GAP,C_geo_hook_cat,united-kingdom curated twerk,united-kingdom-curated-twerk,/united-kingdom-curated-twerk.html
4,GAP,C_geo_hook_cat,united-kingdom leaked twerk,united-kingdom-leaked-twerk,/united-kingdom-leaked-twerk.html
4,GAP,C_geo_hook_cat,united-kingdom members-only twerk,united-kingdom-members-only-twerk,/united-kingdom-members-only-twerk.html
4,GAP,C_geo_hook_cat,united-kingdom premium twerk,united-kingdom-premium-twerk,/united-kingdom-premium-twerk.html
4,GAP,C_geo_hook_cat,united-kingdom private twerk,united-kingdom-private-twerk,/united-kingdom-private-twerk.html
4,GAP,C_geo_hook_cat,united-kingdom underground twerk,united-kingdom-underground-twerk,/united-kingdom-underground-twerk.html
4,GAP,C_geo_hook_cat,united-states best choreography,united-states-best-choreography,/united-states-best-choreography.html
4,GAP,C_geo_hook_cat,united-states best cosplay-fancam,united-states-best-cosplay-fancam,/united-states-best-cosplay-fancam.html
4,GAP,C_geo_hook_cat,united-states best dance-battle,united-states-best-dance-battle,/united-states-best-dance-battle.html
4,GAP,C_geo_hook_cat,united-states best dance-tutorial,united-states-best-dance-tutorial,/united-states-best-dance-tutorial.html
4,GAP,C_geo_hook_cat,united-states best dembow,united-states-best-dembow,/united-states-best-dembow.html
4,GAP,C_geo_hook_cat,united-states best fancam-4k,united-states-best-fancam-4k,/united-states-best-fancam-4k.html
4,GAP,C_geo_hook_cat,united-states best heels-choreo,united-states-best-heels-choreo,/united-states-best-heels-choreo.html
4,GAP,C_geo_hook_cat,united-states best k-pop-twerk,united-states-best-k-pop-twerk,/united-states-best-k-pop-twerk.html
4,GAP,C_geo_hook_cat,united-states best perreo,united-states-best-perreo,/united-states-best-perreo.html
4,GAP,C_geo_hook_cat,united-states best reggaeton,united-states-best-reggaeton,/united-states-best-reggaeton.html
4,GAP,C_geo_hook_cat,united-states best try-on-haul,united-states-best-try-on-haul,/united-states-best-try-on-haul.html
4,GAP,C_geo_hook_cat,united-states best workout,united-states-best-workout,/united-states-best-workout.html
4,GAP,C_geo_hook_cat,united-states exclusive choreography,united-states-exclusive-choreography,/united-states-exclusive-choreography.html
4,GAP,C_geo_hook_cat,united-states exclusive cosplay-fancam,united-states-exclusive-cosplay-fancam,/united-states-exclusive-cosplay-fancam.html
4,GAP,C_geo_hook_cat,united-states exclusive dance-battle,united-states-exclusive-dance-battle,/united-states-exclusive-dance-battle.html
4,GAP,C_geo_hook_cat,united-states exclusive dance-tutorial,united-states-exclusive-dance-tutorial,/united-states-exclusive-dance-tutorial.html
4,GAP,C_geo_hook_cat,united-states exclusive dembow,united-states-exclusive-dembow,/united-states-exclusive-dembow.html
4,GAP,C_geo_hook_cat,united-states exclusive fancam-4k,united-states-exclusive-fancam-4k,/united-states-exclusive-fancam-4k.html
4,GAP,C_geo_hook_cat,united-states exclusive heels-choreo,united-states-exclusive-heels-choreo,/united-states-exclusive-heels-choreo.html
4,GAP,C_geo_hook_cat,united-states exclusive k-pop-twerk,united-states-exclusive-k-pop-twerk,/united-states-exclusive-k-pop-twerk.html
4,GAP,C_geo_hook_cat,united-states exclusive perreo,united-states-exclusive-perreo,/united-states-exclusive-perreo.html
4,GAP,C_geo_hook_cat,united-states exclusive reggaeton,united-states-exclusive-reggaeton,/united-states-exclusive-reggaeton.html
4,GAP,C_geo_hook_cat,united-states exclusive try-on-haul,united-states-exclusive-try-on-haul,/united-states-exclusive-try-on-haul.html
4,GAP,C_geo_hook_cat,united-states exclusive workout,united-states-exclusive-workout,/united-states-exclusive-workout.html
4,GAP,C_geo_hook_cat,united-states hot choreography,united-states-hot-choreography,/united-states-hot-choreography.html
4,NEAR,C_geo_hook_cat,united-states hot cosplay-fancam,united-states-hot-cosplay-fancam,/united-states-hot-cosplay-fancam.html
4,GAP,C_geo_hook_cat,united-states hot dance-battle,united-states-hot-dance-battle,/united-states-hot-dance-battle.html
4,GAP,C_geo_hook_cat,united-states hot dance-tutorial,united-states-hot-dance-tutorial,/united-states-hot-dance-tutorial.html
4,GAP,C_geo_hook_cat,united-states hot dembow,united-states-hot-dembow,/united-states-hot-dembow.html
4,GAP,C_geo_hook_cat,united-states hot fancam-4k,united-states-hot-fancam-4k,/united-states-hot-fancam-4k.html
4,GAP,C_geo_hook_cat,united-states hot heels-choreo,united-states-hot-heels-choreo,/united-states-hot-heels-choreo.html
4,GAP,C_geo_hook_cat,united-states hot k-pop-twerk,united-states-hot-k-pop-twerk,/united-states-hot-k-pop-twerk.html
4,GAP,C_geo_hook_cat,united-states hot perreo,united-states-hot-perreo,/united-states-hot-perreo.html
4,GAP,C_geo_hook_cat,united-states hot reggaeton,united-states-hot-reggaeton,/united-states-hot-reggaeton.html
4,GAP,C_geo_hook_cat,united-states hot try-on-haul,united-states-hot-try-on-haul,/united-states-hot-try-on-haul.html
4,GAP,C_geo_hook_cat,united-states hot workout,united-states-hot-workout,/united-states-hot-workout.html
4,GAP,C_geo_hook_cat,united-states top choreography,united-states-top-choreography,/united-states-top-choreography.html
4,GAP,C_geo_hook_cat,united-states top cosplay-fancam,united-states-top-cosplay-fancam,/united-states-top-cosplay-fancam.html
4,GAP,C_geo_hook_cat,united-states top dance-battle,united-states-top-dance-battle,/united-states-top-dance-battle.html
4,GAP,C_geo_hook_cat,united-states top dance-tutorial,united-states-top-dance-tutorial,/united-states-top-dance-tutorial.html
4,GAP,C_geo_hook_cat,united-states top dembow,united-states-top-dembow,/united-states-top-dembow.html
4,GAP,C_geo_hook_cat,united-states top fancam-4k,united-states-top-fancam-4k,/united-states-top-fancam-4k.html
4,GAP,C_geo_hook_cat,united-states top heels-choreo,united-states-top-heels-choreo,/united-states-top-heels-choreo.html
4,GAP,C_geo_hook_cat,united-states top k-pop-twerk,united-states-top-k-pop-twerk,/united-states-top-k-pop-twerk.html
4,GAP,C_geo_hook_cat,united-states top perreo,united-states-top-perreo,/united-states-top-perreo.html
4,GAP,C_geo_hook_cat,united-states top reggaeton,united-states-top-reggaeton,/united-states-top-reggaeton.html
4,GAP,C_geo_hook_cat,united-states top try-on-haul,united-states-top-try-on-haul,/united-states-top-try-on-haul.html
4,GAP,C_geo_hook_cat,united-states top workout,united-states-top-workout,/united-states-top-workout.html
4,GAP,C_geo_hook_cat,united-states viral choreography,united-states-viral-choreography,/united-states-viral-choreography.html
4,GAP,C_geo_hook_cat,united-states viral cosplay-fancam,united-states-viral-cosplay-fancam,/united-states-viral-cosplay-fancam.html
4,GAP,C_geo_hook_cat,united-states viral dance-battle,united-states-viral-dance-battle,/united-states-viral-dance-battle.html
4,GAP,C_geo_hook_cat,united-states viral dance-tutorial,united-states-viral-dance-tutorial,/united-states-viral-dance-tutorial.html
4,GAP,C_geo_hook_cat,united-states viral dembow,united-states-viral-dembow,/united-states-viral-dembow.html
4,GAP,C_geo_hook_cat,united-states viral fancam-4k,united-states-viral-fancam-4k,/united-states-viral-fancam-4k.html
4,GAP,C_geo_hook_cat,united-states viral heels-choreo,united-states-viral-heels-choreo,/united-states-viral-heels-choreo.html
4,GAP,C_geo_hook_cat,united-states viral k-pop-twerk,united-states-viral-k-pop-twerk,/united-states-viral-k-pop-twerk.html
4,GAP,C_geo_hook_cat,united-states viral perreo,united-states-viral-perreo,/united-states-viral-perreo.html
4,GAP,C_geo_hook_cat,united-states viral reggaeton,united-states-viral-reggaeton,/united-states-viral-reggaeton.html
4,GAP,C_geo_hook_cat,united-states viral try-on-haul,united-states-viral-try-on-haul,/united-states-viral-try-on-haul.html
4,GAP,C_geo_hook_cat,united-states viral workout,united-states-viral-workout,/united-states-viral-workout.html
4,GAP,C_geo_hook_cat,usa best choreography,usa-best-choreography,/usa-best-choreography.html
4,GAP,C_geo_hook_cat,usa best cosplay-fancam,usa-best-cosplay-fancam,/usa-best-cosplay-fancam.html
4,GAP,C_geo_hook_cat,usa best dance-battle,usa-best-dance-battle,/usa-best-dance-battle.html
4,GAP,C_geo_hook_cat,usa best dance-tutorial,usa-best-dance-tutorial,/usa-best-dance-tutorial.html
4,GAP,C_geo_hook_cat,usa best dembow,usa-best-dembow,/usa-best-dembow.html
4,GAP,C_geo_hook_cat,usa best fancam-4k,usa-best-fancam-4k,/usa-best-fancam-4k.html
4,GAP,C_geo_hook_cat,usa best heels-choreo,usa-best-heels-choreo,/usa-best-heels-choreo.html
4,GAP,C_geo_hook_cat,usa best k-pop-twerk,usa-best-k-pop-twerk,/usa-best-k-pop-twerk.html
4,GAP,C_geo_hook_cat,usa best perreo,usa-best-perreo,/usa-best-perreo.html
4,GAP,C_geo_hook_cat,usa best reggaeton,usa-best-reggaeton,/usa-best-reggaeton.html
4,GAP,C_geo_hook_cat,usa best try-on-haul,usa-best-try-on-haul,/usa-best-try-on-haul.html
4,GAP,C_geo_hook_cat,usa best workout,usa-best-workout,/usa-best-workout.html
4,GAP,C_geo_hook_cat,usa exclusive choreography,usa-exclusive-choreography,/usa-exclusive-choreography.html
4,GAP,C_geo_hook_cat,usa exclusive cosplay-fancam,usa-exclusive-cosplay-fancam,/usa-exclusive-cosplay-fancam.html
4,GAP,C_geo_hook_cat,usa exclusive dance-battle,usa-exclusive-dance-battle,/usa-exclusive-dance-battle.html
4,GAP,C_geo_hook_cat,usa exclusive dance-tutorial,usa-exclusive-dance-tutorial,/usa-exclusive-dance-tutorial.html
4,GAP,C_geo_hook_cat,usa exclusive dembow,usa-exclusive-dembow,/usa-exclusive-dembow.html
4,GAP,C_geo_hook_cat,usa exclusive fancam-4k,usa-exclusive-fancam-4k,/usa-exclusive-fancam-4k.html
4,GAP,C_geo_hook_cat,usa exclusive heels-choreo,usa-exclusive-heels-choreo,/usa-exclusive-heels-choreo.html
4,GAP,C_geo_hook_cat,usa exclusive k-pop-twerk,usa-exclusive-k-pop-twerk,/usa-exclusive-k-pop-twerk.html
